question,text,10/Random
Question: who designed the louvre pyramid,"Context1: The Louvre Pyramid: The Louvre Pyramid is a large glass and metal pyramid designed by the Chinese-American architect I. M. Pei, serving as the main entrance to the Louvre Museum in Paris.
Question: who designed the louvre pyramid
Are follow up questions needed here: No.
So the final answer is: I. M. Pei ###","[[(False, False)]]"
Question: what was louis armstrong known for,"Context1: Louis Armstrong: Louis Armstrong was an American trumpeter and vocalist who was a fundamental influence in jazz music. He was known for his charismatic stage presence and voice, as well as his innovative musical techniques.
Question: what was louis armstrong known for
Are follow up questions needed here: No.
So the final answer is: Being a fundamental influence in jazz, known for his trumpeting, charismatic stage presence, and innovative techniques ###","[[(False, False)]]"
Question: what is isaac asimov known for,"Context1: Isaac Asimov: Isaac Asimov was an American author and professor of biochemistry, best known for his works of science fiction and popular science. He wrote the Foundation series and the Robot series.
Question: what is isaac asimov known for
Are follow up questions needed here: No.
So the final answer is: His works of science fiction and popular science, including the Foundation and Robot series ###","[[(False, False)]]"
Question: what caused the black death,"Context1: The Black Death in Europe: The Black Death arrived in Europe in 1347, decimating the population and profoundly affecting the course of European history. It was caused by the Yersinia pestis bacterium.
Question: what caused the black death
Are follow up questions needed here: No.
So the final answer is: The Yersinia pestis bacterium ###","[[(False, False)]]"
Question: who invented the compound microscope,"Context1: The invention of the microscope: The invention of the compound microscope is credited to Dutch spectacle makers, Zacharias Janssen and his son Hans Janssen, in the late 16th century.
Question: who invented the compound microscope
Are follow up questions needed here: No.
So the final answer is: Zacharias Janssen and his son Hans Janssen ###","[[(False, False)]]"
Question: what is the black hole information paradox,"Context1: The Black Hole Information Paradox: The black hole information paradox is a puzzle resulting from the combination of quantum mechanics and general relativity. It questions what happens to information if an object falls into a black hole, since general relativity suggests information is lost while quantum mechanics suggests it's preserved.
Question: what is the black hole information paradox
Are follow up questions needed here: No.
So the final answer is: A puzzle questioning what happens to information if an object falls into a black hole, due to conflicting views from quantum mechanics and general relativity ###","[[(False, False)]]"
Question: what does the periodic table organize,"Context1: The Periodic Table: The periodic table is an arrangement of chemical elements, organized by their atomic number, electron configuration, and recurring chemical properties. The table is structured to show periodic trends and elemental similarities.
Question: what does the periodic table organize
Are follow up questions needed here: No.
So the final answer is: Chemical elements, organized by atomic number, electron configuration, and recurring chemical properties ###","[[(False, False)]]"
Question: what was marie curie's scientific contribution,"Context1: Marie Curie: Marie Curie was a Polish-born physicist and chemist who conducted pioneering research on radioactivity. She was the first woman to win a Nobel Prize and the only person to win Nobel Prizes in two scientific fields (Physics and Chemistry).
Question: what was marie curie's scientific contribution
Are follow up questions needed here: No.
So the final answer is: Pioneering research on radioactivity ###","[[(False, False)]]"
Question: what is big ben,"Context1: Big Ben: Big Ben is the nickname for the Great Bell of the clock at the north end of the Palace of Westminster in London. The clock tower itself is now called the Elizabeth Tower.
Question: what is big ben
Are follow up questions needed here: No.
So the final answer is: The nickname for the Great Bell of the clock at the Palace of Westminster in London ###","[[(False, False)]]"
Question: who is considered the father of chinese historiography,"Context1: Sima Qian: Sima Qian was a Chinese historian of the early Han dynasty. He is considered the father of Chinese historiography for his work, ""Records of the Grand Historian"" (Shiji), a comprehensive history of China covering over two thousand years.
Question: who is considered the father of chinese historiography
Are follow up questions needed here: No.
So the final answer is: Sima Qian ###","[[(False, False)]]"
Question: what was the spanish armada,"Context1: The Spanish Armada: The Spanish Armada was a fleet of ships sent by Spain in 1588 to invade England. It consisted of 130 ships manned by approximately 8,000 sailors and 18,000 soldiers.
Question: what was the spanish armada
Are follow up questions needed here: No.
So the final answer is: A fleet of ships sent by Spain in 1588 to invade England ###","[[(False, False)]]"
Question: what is the nobel peace prize awarded for,"Context1: The Nobel Peace Prize: The Nobel Peace Prize is one of the five Nobel Prizes established by the will of Alfred Nobel. It is awarded to individuals or organizations that have made significant contributions to the promotion of peace.
Question: what is the nobel peace prize awarded for
Are follow up questions needed here: No.
So the final answer is: Significant contributions to the promotion of peace ###","[[(False, False)]]"
Question: where was the indus valley civilization located,"Context1: The Indus Valley Civilization: The Indus Valley Civilization was one of the world's oldest urban civilizations, located in present-day Pakistan and northwest India. Known for its advanced cities with well-planned streets and cities.
Question: where was the indus valley civilization located
Are follow up questions needed here: No.
So the final answer is: Present-day Pakistan and northwest India ###","[[(False, False)]]"
Question: what was the age of enlightenment,"Context1: The Age of Enlightenment: The Age of Enlightenment, also known as the Age of Reason, was an intellectual and philosophical movement that dominated the world of ideas in Europe during the 18th century, centered around reason, science, and individualism.
Question: what was the age of enlightenment
Are follow up questions needed here: No.
So the final answer is: An intellectual and philosophical movement centered around reason, science, and individualism ###","[[(False, False)]]"
Question: what is the magna carta,"Context1: The Magna Carta: The Magna Carta, signed in 1215, is a charter of liberties agreed to by King John of England. It made the king subject to the law and is considered foundational to modern legal systems.
Question: what is the magna carta
Are follow up questions needed here: No.
So the final answer is: A charter of liberties that made the king subject to the law ###","[[(False, False)]]"
Question: how long did the renaissance last,"Context1: The Renaissance: The Renaissance was a period of great cultural change and achievement from the 14th to the 17th century, characterized by advances in art, literature, science, and a renewed interest in the classical knowledge of Greece and Rome.
Question: how long did the renaissance last
Are follow up questions needed here: No.
So the final answer is: From the 14th to the 17th century ###","[[(False, False)]]"
Question: who was the first european to set foot on continental north america,"Context1: Leif Erikson: Leif Erikson was a Norse explorer from Iceland, thought to have been the first European to have set foot on continental North America, before Christopher Columbus. He landed in a place he called Vinland, which is today part of Canada.
Question: who was the first european to set foot on continental north america
Are follow up questions needed here: No.
So the final answer is: Leif Erikson ###","[[(False, False)]]"
Question: what genre is shakespeare's macbeth,"Context1: Shakespeare's Macbeth: Shakespeare's play ""Macbeth"" is a tragedy about a Scottish general named Macbeth who receives a prophecy from a trio of witches that one day he will become King of Scotland.
Question: what genre is shakespeare's macbeth
Are follow up questions needed here: No.
So the final answer is: Tragedy ###","[[(False, False)]]"
Question: when did the aztec empire exist,"Context1: The Aztec Empire: The Aztec Empire was a Mesoamerican culture that flourished in central Mexico in the post-classic period from 1300 to 1521. Its capital was Tenochtitlán, located on the site of present-day Mexico City.
Question: when did the aztec empire exist
Are follow up questions needed here: No.
So the final answer is: From 1300 to 1521 ###","[[(False, False)]]"
Question: when did gandhi's salt march begin,"Context1: Gandhi's Salt March: The Salt March, led by Mahatma Gandhi, was a nonviolent protest against the British salt tax in colonial India that began on March 12, 1930.
Question: when did gandhi's salt march begin
Are follow up questions needed here: No.
So the final answer is: March 12, 1930 ###","[[(False, False)]]"
Question: how often can halley's comet be seen from earth,"Context1: Halley's Comet: Halley's Comet is a comet that is visible from Earth every 75 to 76 years. It is the only known short-period comet that is visible to the naked eye from Earth, and thus observed by ancient astronomers.
Question: how often can halley's comet be seen from earth
Are follow up questions needed here: No.
So the final answer is: Every 75 to 76 years ###","[[(False, False)]]"
Question: when did the boston tea party take place,"Context1: The Boston Tea Party: The Boston Tea Party was a political protest by the Sons of Liberty in Boston, Massachusetts, on December 16, 1773, against the British government's tax on tea.
Question: when did the boston tea party take place
Are follow up questions needed here: No.
So the final answer is: December 16 ###","[[(False, False)]]"
